Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs2365389,OR,0.02,0.003,-0.02,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs205262,OR,0.022,0.003,0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs2820292,OR,0.02,0.003,0.03,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs12885454,OR,0.021,0.003,0.01,0.015
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs12016871,OR,0.03,0.005,0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs16851483,OR,0.048,0.008,0.02,0.036
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs1167827,OR,0.02,0.003,0,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs758747,OR,0.023,0.004,0.03,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs1928295,OR,0.019,0.003,0.02,0.015
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs9925964,OR,0.019,0.003,0.02,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs11126666,OR,0.021,0.003,0.02,0.015
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs2650492,OR,0.021,0.003,0.01,0.015
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs6804842,OR,0.019,0.003,0.03,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs12940622,OR,0.018,0.003,0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs4740619,OR,0.018,0.003,0,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs13191362,OR,0.028,0.005,0.01,0.031
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs3736485,OR,0.018,0.003,-0.03,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs17001654,OR,0.031,0.005,0.039,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs11191560,OR,0.031,0.005,-0.02,0.027
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs1528435,OR,0.018,0.003,0,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs2075650,OR,0.026,0.005,0.03,0.025
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs1000940,OR,0.019,0.003,0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs11583200,OR,0.018,0.003,0.01,0.015
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs9400239,OR,0.019,0.003,-0.03,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs10733682,OR,0.017,0.003,0,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs11688816,OR,0.017,0.003,0.02,0.015
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs11057405,OR,0.031,0.006,0.049,0.03
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs2121279,OR,0.025,0.004,0.02,0.031
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs29941,OR,0.018,0.003,0,0.016
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs3849570,OR,0.019,0.003,0,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs6477694,OR,0.017,0.003,0.02,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs2176598,OR,0.02,0.004,0.03,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs7899106,OR,0.04,0.007,0.058,0.04
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs17724992,OR,0.019,0.003,0.02,0.02
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs7243357,OR,0.022,0.004,-0.01,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs1808579,OR,0.017,0.003,0,0.021
Mokry et al,[@mokry_obesity_2016],10.1371/journal.pmed.1002053,BMI,Multiple Sclerosis,rs2033732,OR,0.019,0.003,0,0.021
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs425277,OR,0.03,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9434723,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10779751,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12137162,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs212524,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2806561,OR,0.03,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4601530,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs926438,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17163588,OR,0.03,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2219320,OR,0.02,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs16834765,OR,0.05,0.01,0.05,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7544462,OR,0.03,0.01,0.03,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs209918,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6600365,OR,0.03,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12855,OR,0.04,0.01,0.03,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17387330,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6691924,OR,0.03,0.01,0.03,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2815379,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17391694,OR,0.04,0.01,0.04,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs567401,OR,0.03,0,0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2046158,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2811594,OR,0.02,0,0.05,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17113369,OR,0.07,0.01,0.07,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7517682,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12120956,OR,0.02,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1321666,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9428104,OR,0.04,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1409156,OR,0.02,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6658763,OR,0.03,0.01,0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3767627,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs956796,OR,0.03,0.01,-0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2298265,OR,0.03,0,0,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6688100,OR,0.02,0,-0.05,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4656220,OR,0.02,0,0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6694089,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2421992,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17369123,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1325596,OR,0.03,0,0.06,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4652773,OR,0.02,0,0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3814333,OR,0.05,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10863936,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6540834,OR,0.03,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1244981,OR,0.03,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10495098,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs991967,OR,0.04,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12411277,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4428898,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1544196,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6696239,OR,0.04,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11799609,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17038954,OR,0.04,0.01,0.02,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10048625,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3885668,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2345835,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7561273,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2278483,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2289195,OR,0.04,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10460566,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs780094,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6714546,OR,0.04,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6751657,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs711245,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6544089,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13416119,OR,0.03,0.01,-0.03,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9309101,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs897080,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17032525,OR,0.03,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12474201,OR,0.03,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs354196,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1367226,OR,0.04,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3791679,OR,0.08,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3791673,OR,0.05,0.01,-0.03,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2120335,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7568069,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11684404,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11683207,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13388725,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2166898,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7567288,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4953951,OR,0.03,0.01,-0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs749234,OR,0.02,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs540652,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12987566,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6746356,OR,0.02,0,-0.07,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs833152,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12693589,OR,0.02,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6435143,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12329133,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17181956,OR,0.03,0,0,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1864439,OR,0.04,0,0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs992157,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4674354,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12470505,OR,0.05,0,-0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs16859517,OR,0.07,0.01,0,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12621643,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6761041,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6733349,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6754426,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4973429,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2679184,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs749052,OR,0.05,0.01,-0.02,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3116168,OR,0.02,0,-0.08,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2343240,OR,0.06,0.01,-0.07,0.09
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13393800,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4344931,OR,0.02,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2633761,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13078528,OR,0.05,0.01,0.09,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2597513,OR,0.04,0,0,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11708412,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3915129,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13088462,OR,0.05,0.01,0.02,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4256170,OR,0.16,0.03,0.07,0.08
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2581830,OR,0.02,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2034172,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1658351,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6794009,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17806888,OR,0.03,0,0.07,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2175513,OR,0.02,0,-0.02,0.02
