Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Howell, A.E., Robinson, J.W., Wootton, R.E., McAleenan, A., Tsavachidis, S., Ostrom, Q.T., Bondy, M., Armstrong, G., Relton, C., Haycock, P., Martin, R.M., Zheng, J., Kurian, K.M.",57208544520;57214993485;57192066694;14325465700;36860565600;36970981700;7007007076;21833420000;6603403494;35196088100;55689388800;57195956687;6701713789;,Testing for causality between systematically identified risk factors and glioma: A Mendelian randomization study,2020,BMC Cancer,20,1,508,,,,13,10.1186/s12885-020-06967-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085976576&doi=10.1186%2fs12885-020-06967-2&partnerID=40&md5=fdd82936ffa18876ffb97d18ab4f64d6,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85085976576
"Niu, P.-P., Song, B., Wang, X., Xu, Y.-M.",55642567900;7402560567;57216371022;7406450867;,Serum Uric Acid Level and Multiple Sclerosis: A Mendelian Randomization Study,2020,Frontiers in Genetics,11,,254,,,,13,10.3389/fgene.2020.00254,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083331643&doi=10.3389%2ffgene.2020.00254&partnerID=40&md5=1dc9b594ea052e207e6938824e883b67,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85083331643
"Chen, H., Shao, Z., Gao, Y., Yu, X., Huang, S., Zeng, P.",57212142051;57212151725;57212138962;57208734985;55929345500;57200841379;,Are blood lipids risk factors for fracture? Integrative evidence from instrumental variable causal inference and mediation analysis using genetic data,2020,Bone,131,,115174,,,,13,10.1016/j.bone.2019.115174,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076019106&doi=10.1016%2fj.bone.2019.115174&partnerID=40&md5=5927cf625b34d530c70813f78185cad8,Article,Final,,Scopus,2-s2.0-85076019106
"Wood, A., Guggenheim, J.A.",36873770200;26532744300;,Refractive Error Has Minimal Influence on the Risk of Age-Related Macular Degeneration: A Mendelian Randomization Study,2019,American Journal of Ophthalmology,206,,,87,93,,13,10.1016/j.ajo.2019.03.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068841823&doi=10.1016%2fj.ajo.2019.03.018&partnerID=40&md5=1ebe6e5d51b4b78699968d064e536670,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85068841823
"Yuan, S., Larsson, S.C.",56506115600;7202349296;,Plasma phospholipid fatty acids and risk of atrial fibrillation: A mendelian randomization study,2019,Nutrients,11,7,1651,,,,13,10.3390/nu11071651,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073277376&doi=10.3390%2fnu11071651&partnerID=40&md5=72e4e21f6e34decdd5d0b58a3fb08801,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85073277376
"Song, G.G., Lee, Y.H.",7402252885;57216303943;,Causal Association between Bone Mineral Density and Osteoarthritis: A Mendelian Randomization Study,2019,Journal of Rheumatic Diseases,26,2,,104,110,,13,10.4078/jrd.2019.26.2.104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073940183&doi=10.4078%2fjrd.2019.26.2.104&partnerID=40&md5=b0c09f7f56a97702b2c8c4c6624ac41c,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85073940183
"Bae, S.C., Lee, Y.H.",56902138700;57216303943;,Alcohol intake and risk of systemic lupus erythematosus: a Mendelian randomization study,2019,Lupus,28,2,,174,180,,13,10.1177/0961203318817832,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060177695&doi=10.1177%2f0961203318817832&partnerID=40&md5=3fa9fdb3c139ab17c9af55b4756a0fb9,Article,Final,,Scopus,2-s2.0-85060177695
"Zhang, X., Lv, W.-Q., Qiu, B., Zhang, L.-J., Qin, J., Tang, F.-J., Wang, H.-T., Li, H.-J., Hao, Y.-R.",57216166629;57195593900;35436178600;58860958500;59104153800;57195973335;57202030440;57202030487;14524754300;,Assessing causal estimates of the association of obesity-related traits with coronary artery disease using a Mendelian randomization approach,2018,Scientific Reports,8,1,7146,,,,13,10.1038/s41598-018-25305-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046866328&doi=10.1038%2fs41598-018-25305-y&partnerID=40&md5=7a7d0307d8deda49797501f28b313279,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85046866328
"Treur, J.L., Gibson, M., Taylor, A.E., Rogers, P.J., Munafò, M.R.",56037137300;57213573640;7405888600;7402548710;7004859481;,Investigating genetic correlations and causal effects between caffeine consumption and sleep behaviours,2018,Journal of Sleep Research,27,5,e12695,,,,13,10.1111/jsr.12695,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052813399&doi=10.1111%2fjsr.12695&partnerID=40&md5=dff322df925f13bc6c8a3975e6e341ff,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85052813399
"Mack, S., Coassin, S., Vaucher, J., Kronenberg, F., Lamina, C., Rueedi, R., Yousri, N.A., Seppälä, I., Gieger, C., Schönherr, S., Forer, L., Erhart, G., Kollerits, B., Marques-Vidal, P., Müller-Nurasyid, M., Waeber, G., Bergmann, S., Dähnhardt, D., Stöckl, A., Kiechl, S., Raitakari, O.T., Kähönen, M., Willeit, J., Kedenko, L., Paulweber, B., Peters, A., Meitinger, T., Strauch, K., Lehtimäki, T., Hunt, S.C., Vollenweider, P.",57195404507;23988794500;21234502600;55800251500;57217193255;35769634900;23981703800;54927389100;57216996786;57207899947;23469328800;36699485900;14050632600;55651163200;57202315232;7006946995;7101828386;56259258300;57144356300;57207788534;7004828916;57222955288;7006421480;35253673600;36519500600;7402105900;57215631099;57021167300;7006539182;7402383343;7003669072;,Evaluating the Causal Relation of ApoA-IV with Disease-Related Traits - A Bidirectional Two-sample Mendelian Randomization Study,2017,Scientific Reports,7,1,8734,,,,13,10.1038/s41598-017-07213-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027839490&doi=10.1038%2fs41598-017-07213-9&partnerID=40&md5=6cd5ccda0df22526bf7b35f51c955dcd,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85027839490
"Yu, K., Chen, X.-F., Guo, J., Wang, S., Huang, X.-T., Guo, Y., Dong, S.-S., Yang, T.-L.",55231883700;55631709000;57221341006;55988843100;57209412582;57148810300;35487052900;35294141300;,Assessment of bidirectional relationships between brain imaging-derived phenotypes and stroke: a Mendelian randomization study,2023,BMC Medicine,21,1,271,,,,12,10.1186/s12916-023-02982-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165687585&doi=10.1186%2fs12916-023-02982-9&partnerID=40&md5=deb2c99bdc1d9db789ca9780eb4462c6,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85165687585
"Xiao, L., Liu, S., Wu, Y., Huang, Y., Tao, S., Liu, Y., Tang, Y., Xie, M., Ma, Q., Yin, Y., Dai, M., Zhang, M., Llamocca, E., Gui, H., Wang, Q.",57376929100;57409786100;57217383666;57377704100;57409766400;57377235700;57225038493;57217383450;57974094200;57724590000;57216867430;57704179900;57212019842;57211912838;57157911400;,The interactions between host genome and gut microbiome increase the risk of psychiatric disorders: Mendelian randomization and biological annotation,2023,"Brain, Behavior, and Immunity",113,,,389,400,,12,10.1016/j.bbi.2023.08.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167825456&doi=10.1016%2fj.bbi.2023.08.003&partnerID=40&md5=b85ddeb8883a74a0ec9818c4832dab29,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85167825456
"Gan, T., Hu, J., Liu, W., Li, C., Xu, Q., Wang, Y., Lu, S., Aledan, A.K.O., Wang, Y., Wang, Z.",57273756000;57216882400;57221104221;58085141300;57199199795;58070868900;57188747544;58085333400;56003714500;7410049033;,Causal Association Between Anemia and Cardiovascular Disease: A 2-Sample Bidirectional Mendelian Randomization Study,2023,Journal of the American Heart Association,12,12,e029689,,,,12,10.1161/JAHA.123.029689,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163692201&doi=10.1161%2fJAHA.123.029689&partnerID=40&md5=d03598e1372a350c17057e0cd391916f,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85163692201
"Kim, M.S., Song, M., Kim, S., Kim, B., Kang, W., Kim, J.Y., Myung, W., Lee, I., Do, R., Khera, A.V., Won, H.-H.",57203591936;57386064700;55718673000;57208254801;19640141000;57207881453;37099034100;57220205049;57204301394;57213721138;34573851600;,Causal effect of adiposity on the risk of 19 gastrointestinal diseases: a Mendelian randomization study,2023,Obesity,31,5,,1436,1444,,12,10.1002/oby.23722,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152086206&doi=10.1002%2foby.23722&partnerID=40&md5=0936d052362e415069a4c7c552385e5f,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85152086206
"Zhang, P., Hou, Y., Tu, W., Campbell, N., Pieper, A.A., Leverenz, J.B., Gao, S., Cummings, J., Cheng, F.",55761736700;57210344609;7006479265;18036473900;7003682505;57222263643;7403257748;7402590824;36514277000;,Population-based discovery and Mendelian randomization analysis identify telmisartan as a candidate medicine for Alzheimer's disease in African Americans,2023,Alzheimer's and Dementia,19,5,,1876,1887,,12,10.1002/alz.12819,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141441165&doi=10.1002%2falz.12819&partnerID=40&md5=a35c7224505b83a7aaa5cc9103d20a95,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85141441165
"Li, W., Wang, R., Wang, W.",57218674149;57213139036;57192615134;,Exploring the causality and pathogenesis of systemic lupus erythematosus in breast cancer based on Mendelian randomization and transcriptome data analyses,2023,Frontiers in Immunology,13,,1029884,,,,12,10.3389/fimmu.2022.1029884,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147150940&doi=10.3389%2ffimmu.2022.1029884&partnerID=40&md5=1c6de44af6e28452f1ca9ed851f5bfe1,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85147150940
"Li, H., Li, M., Liu, C., He, P., Dong, A., Dong, S., Zhang, M.",57428814900;58143605300;58368461300;57778504400;57213626457;57429174000;57201522207;,Causal effects of systemic inflammatory regulators on chronic kidney diseases and renal function: a bidirectional Mendelian randomization study,2023,Frontiers in Immunology,14,,1229636,,,,12,10.3389/fimmu.2023.1229636,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170678335&doi=10.3389%2ffimmu.2023.1229636&partnerID=40&md5=50cfce7b255ac115180a36de36099601,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85170678335
"Gormley, M., Dudding, T., Thomas, S.J., Tyrrell, J., Ness, A.R., Pring, M., Legge, D., Smith, G.D., Richmond, R.C., Vincent, E.E., Bull, C.",55974149900;57093493300;24479215000;36149612100;57196882492;9744531000;57200751860;57285115400;56118190500;37103013900;56744256700;,Evaluating the effect of metabolic traits on oral and oropharyngeal cancer risk using Mendelian randomization,2023,eLife,12,,e82674,,,,12,10.7554/eLife.82674,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158003541&doi=10.7554%2feLife.82674&partnerID=40&md5=59ec024effa7094776b01d283eac3a35,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85158003541
"Hou, T., Dai, H., Wang, Q., Hou, Y., Zhang, X., Lin, H., Wang, S., Li, M., Zhao, Z., Lu, J., Xu, Y., Chen, Y., Gu, Y., Zheng, J., Wang, T., Wang, W., Bi, Y., Ning, G., Xu, M.",57387351600;57216409626;57378035700;57202765942;57469716300;57219429189;57204184621;57209946981;56171577500;55550251800;57919980600;58573687700;8839411500;55548016100;57222997043;57218398473;59034486100;36963649600;36072190500;,"Dissecting the causal effect between gut microbiota, DHA, and urate metabolism: A large-scale bidirectional Mendelian randomization",2023,Frontiers in Immunology,14,,1148591,,,,12,10.3389/fimmu.2023.1148591,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152618478&doi=10.3389%2ffimmu.2023.1148591&partnerID=40&md5=8d593c65b085aee6acaac80f6be7d4af,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85152618478
"Guo, Z., Zhang, T., Yun, Z., Jin, Q., Cao, X., Kong, D., Yao, Y., Li, X., Zhang, J., Ye, Y.",57737645400;57996043100;57995741600;57738226200;57214868263;57995887500;57970098100;56174618800;57196214153;26024000600;,Assessing the causal relationships between human blood metabolites and the risk of NAFLD: A comprehensive mendelian randomization study,2023,Frontiers in Genetics,14,,1108086,,,,12,10.3389/fgene.2023.1108086,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152553165&doi=10.3389%2ffgene.2023.1108086&partnerID=40&md5=cc90e8d7e4c88d2a704fba6d5d01e84a,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85152553165
"Gao, X., Wei, T., Wang, H., Sui, R., Liao, J., Sun, D., Han, D.",57217858487;57710002200;57211980146;57948668000;57949282200;57218547503;33067785700;,Causal associations between obstructive sleep apnea and COVID-19: A bidirectional Mendelian randomization study,2023,Sleep Medicine,101,,,28,35,,12,10.1016/j.sleep.2022.09.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140976812&doi=10.1016%2fj.sleep.2022.09.013&partnerID=40&md5=5d3a0fcc26c6ae87b8c2142899776e00,Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85140976812
"Yuan, J., Xiong, X., Zhang, B., Feng, Q., Zhang, J., Wang, W., Tang, J.",57726547400;58040460900;57876058000;58040461000;57919129500;58040655800;57211544317;,Genetically predicted C-reactive protein mediates the association between rheumatoid arthritis and atlantoaxial subluxation,2022,Frontiers in Endocrinology,13,,1054206,,,,12,10.3389/fendo.2022.1054206,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145454385&doi=10.3389%2ffendo.2022.1054206&partnerID=40&md5=b29dc648ffcea6eceed6126f6e2b39c4,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85145454385
"Zhang, D., Hu, Y., Guo, W., Song, Y., Yang, L., Yang, S., Ou, T., Liu, Y., Zhang, Y.",58033732800;57044917700;57932492900;57222112576;57403505400;58034576500;58034746300;58034746400;56080554500;,Mendelian randomization study reveals a causal relationship between rheumatoid arthritis and risk for pre-eclampsia,2022,Frontiers in Immunology,13,,1080980,,,,12,10.3389/fimmu.2022.1080980,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144917543&doi=10.3389%2ffimmu.2022.1080980&partnerID=40&md5=a85b8b4d05b8cfdeab7a46e0618f7694,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85144917543
"Luo, G., Yao, Y., Tao, J., Wang, T., Yan, M.",58477244300;8268051700;58019138300;59127124700;55182956700;,Causal association of sleep disturbances and low back pain: A bidirectional two-sample Mendelian randomization study,2022,Frontiers in Neuroscience,16,,1074605,,,,12,10.3389/fnins.2022.1074605,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144127795&doi=10.3389%2ffnins.2022.1074605&partnerID=40&md5=96d59b49dac2b6ea361e4fd93b317b39,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85144127795
"Loh, N.Y., Wang, W., Noordam, R., Christodoulides, C.",36768164400;57221341422;57201961693;57206156071;,"Obesity, Fat Distribution and Risk of Cancer in Women and Men: A Mendelian Randomisation Study",2022,Nutrients,14,24,5259,,,,12,10.3390/nu14245259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144533584&doi=10.3390%2fnu14245259&partnerID=40&md5=c8cbffe73415263e52dff104ddb2249b,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85144533584
"Pinto Pereira, S.M., Garfield, V., Farmaki, A.-E., Tomlinson, D.J., Norris, T., Fatemifar, G., Denaxas, S., Finan, C., Cooper, R.",57202939364;56414855500;57201080016;56182080000;55930436300;36484367300;54902667300;8849329800;35354537000;,Adiposity and grip strength: a Mendelian randomisation study in UK Biobank,2022,BMC Medicine,20,1,201,,,,12,10.1186/s12916-022-02393-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131088851&doi=10.1186%2fs12916-022-02393-2&partnerID=40&md5=1df353633b2e0452ba046351a347cc6a,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85131088851
"Zhao, Z.-H., Zou, J., Huang, X., Fan, Y.-C., Wang, K.",36099691500;57200615474;57192396848;7403492104;55547129851;,Assessing causal relationships between sarcopenia and nonalcoholic fatty liver disease: A bidirectional Mendelian randomization study,2022,Frontiers in Nutrition,9,,971913,,,,12,10.3389/fnut.2022.971913,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142440934&doi=10.3389%2ffnut.2022.971913&partnerID=40&md5=2741e11d4bdc7014468efc421e595ca8,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85142440934
"Ouyang, Y., Chen, Y., Wang, G., Song, Y., Zhao, H., Xiao, B., Yang, Z., Long, L.",57373040800;57211579287;57220893968;56136409300;57190073234;57200030735;26029009700;24081003000;,"Genetically proxied gut microbiota, gut metabolites with risk of epilepsy and the subtypes: A bi-directional Mendelian randomization study",2022,Frontiers in Molecular Neuroscience,15,,994270,,,,12,10.3389/fnmol.2022.994270,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142177280&doi=10.3389%2ffnmol.2022.994270&partnerID=40&md5=baa0a0de1e062daeffb5fddcec67274f,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85142177280
"Ma, K., Song, P., Liu, Z., Yang, L., Wang, L., Zhou, J., Chen, J., Dong, Q.",57724036200;57194240217;57211442415;57212275817;57212278649;56188463800;57226891997;57196865385;,Genetic evidence suggests that depression increases the risk of erectile dysfunction: A Mendelian randomization study,2022,Frontiers in Genetics,13,,1026227,,,,12,10.3389/fgene.2022.1026227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140849271&doi=10.3389%2ffgene.2022.1026227&partnerID=40&md5=069af27aa6164363fcdc52b6f4ca2929,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85140849271
"Yin, X., Bose, D., Kwon, A., Hanks, S.C., Jackson, A.U., Stringham, H.M., Welch, R., Oravilahti, A., Fernandes Silva, L., Locke, A.E., Fuchsberger, C., Service, S.K., Erdos, M.R., Bonnycastle, L.L., Kuusisto, J., Stitziel, N.O., Hall, I.M., Morrison, J., Ripatti, S., Palotie, A., Freimer, N.B., Collins, F.S., Mohlke, K.L., Scott, L.J., Fauman, E.B., Burant, C., Boehnke, M., Laakso, M., Wen, X.",57001032100;57345821500;59078945800;57224594502;7402785538;57222618370;57210403340;55638057900;57204444461;57212874871;57205551798;6604078269;57207901387;6602395515;55122317600;6507357414;57210836415;20335413400;6603009457;57216039445;7006012650;55574146000;57213720699;57216997863;6701429676;7005513363;7005423657;36078643000;8846776400;,"Integrating transcriptomics, metabolomics, and GWAS helps reveal molecular mechanisms for metabolite levels and disease risk",2022,American Journal of Human Genetics,109,10,,1727,1741,,12,10.1016/j.ajhg.2022.08.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139335907&doi=10.1016%2fj.ajhg.2022.08.007&partnerID=40&md5=75ab93cdd6322ec6791b04999ff5651a,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85139335907
"Chen, J., Zhou, H., Jin, H., Liu, K.",57055042000;57943457600;57943700500;57206906508;,"Role of Inflammatory Factors in Mediating the Effect of Lipids on Nonalcoholic Fatty Liver Disease: A Two-Step, Multivariable Mendelian Randomization Study",2022,Nutrients,14,20,4434,,,,12,10.3390/nu14204434,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140787117&doi=10.3390%2fnu14204434&partnerID=40&md5=c9c7dee362c671bef7ced83d72aa61b5,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85140787117
