2021,"Serum anti-inflammatory and inflammatory markers have no causal impact on telomere length: A Mendelian randomization study",18969151,"Archives of Medical Science","17","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11,0,11
2020,"Mendelian Randomization Study of Telomere Length and Bone Mineral Density",19454589,"Aging","13","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,11,0,11
2020,"Overlapping-sample Mendelian randomisation with multiple exposures: a Bayesian approach",14712288,"BMC Medical Research Methodology","20","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,11,0,11
2020,"Monounsaturated Fatty Acid Levels May Not Affect Cardiovascular Events: Results From a Mendelian Randomization Analysis",2296861X,"Frontiers in Nutrition","7","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,0,11,0,11
2020,"An Appraisal of the Role of Previously Reported Risk Factors in the Age at Menopause Using Mendelian Randomization",16648021,"Frontiers in Genetics","11","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,6,0,0,11,0,11
2020,"Investigating the genetic and causal relationship between initiation or use of alcohol, caffeine, cannabis and nicotine",18790046,"Drug and Alcohol Dependence","210","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,3,0,11,0,11
2019,"Deciphering the biological mechanisms underlying the genome-wide associations between computerized device use and psychiatric disorders",20770383,"Journal of Clinical Medicine","8","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,1,0,11,0,11
2019,"Causal relationship between years of education and the occurrence of rheumatoid arthritis",14690756,"Postgraduate Medical Journal","95","1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,2,0,11,0,11
2019,"An integrative approach to detect epigenetic mechanisms that putatively mediate the influence of lifestyle exposures on disease susceptibility",14643685,"International Journal of Epidemiology","48","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,1,0,11,0,11
2019,"Docosapentaenoic acid and lung cancer risk: A Mendelian randomization study",20457634,"Cancer Medicine","8","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,11,0,11
2016,"Response to Hartwig and Davies",14643685,"International Journal of Epidemiology","45","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,0,3,0,11,0,11
2024,"Genetic links between ovarian ageing, cancer risk and de novo mutation rates",14764687,"Nature","633","8030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,10
2024,"Phenome-wide Mendelian randomization analysis reveals multiple health comorbidities of coeliac disease",23523964,"eBioMedicine","101","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,10
2024,"The bidirectional association between frailty index and cardiovascular disease: A Mendelian randomization study",15903729,"Nutrition, Metabolism and Cardiovascular Diseases","34","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,10
2024,"Serum uric acid and prognosis of ischemic stroke: Cohort study, meta-analysis and Mendelian randomization study",23969881,"European Stroke Journal","9","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,10
2024,"Effect of the gut microbiome, plasma metabolome, peripheral cells, and inflammatory cytokines on obesity: a bidirectional two-sample Mendelian randomization study and mediation analysis",16643224,"Frontiers in Immunology","15","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,10
2023,"The Causal Association between Alcohol, Smoking, Coffee Consumption, and the Risk of Arthritis: A Meta-Analysis of Mendelian Randomization Studies",20726643,"Nutrients","15","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,10
2023,"Proteomic insights into the associations between obesity, lifestyle factors, and coronary artery disease",17417015,"BMC Medicine","21","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,10
2023,"Association of plasma branched-chain amino acid with multiple cancers: A mendelian randomization analysis",15321983,"Clinical Nutrition","42","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,10
2023,"Mendelian randomization and colocalization analyses reveal an association between short sleep duration or morning chronotype and altered leukocyte telomere length",23993642,"Communications Biology","6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,10
2023,"Causal associations of Sjögren’s syndrome with cancers: a two-sample Mendelian randomization study",14786362,"Arthritis Research and Therapy","25","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,10,0,10
2023,"Association of gut microbiome with risk of intracranial aneurysm: a mendelian randomization study",14712377,"BMC Neurology","23","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,10,0,10
2023,"Causal associations between inflammatory bowel disease and primary biliary cholangitis: a two-sample bidirectional Mendelian randomization study",20452322,"Scientific Reports","13","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,10
2023,"A two-sample Mendelian randomization study of circulating lipids and deep venous thrombosis",20452322,"Scientific Reports","13","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,10
2023,"Dissecting the causal relationship between household income status and genetic susceptibility to cardiovascular-related diseases: Insights from bidirectional mendelian randomization study",14712458,"BMC Public Health","23","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,10,0,10
2023,"Genome-wide identification of RNA modification-related single nucleotide polymorphisms associated with rheumatoid arthritis",14712164,"BMC Genomics","24","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,10,0,10
2023,"Investigating sex-specific associations of lipid traits with type 2 diabetes, glycemic traits and sex hormones using Mendelian randomization",14752840,"Cardiovascular Diabetology","22","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,10,0,10
2023,"Association Between Whole Blood–Derived Mitochondrial DNA Copy Number, Low-Density Lipoprotein Cholesterol, and Cardiovascular Disease Risk",20479980,"Journal of the American Heart Association","12","20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,10
2023,"Mendelian Randomization Analysis Reveals Causal Associations of Polyunsaturated Fatty Acids with Sepsis and Mortality Risk",21936382,"Infectious Diseases and Therapy","12","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,10
2023,"Mendelian randomization study on the causal relationship between leukocyte telomere length and prostate cancer",19326203,"PLoS ONE","18","6 JUNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,10
2023,"Combining Mendelian randomization and network deconvolution for inference of causal networks with GWAS summary data",15537404,"PLoS Genetics","19","5 May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,10
2023,"Roles of obesity in mediating the causal effect of attention-deficit/hyperactivity disorder on diabetes",20457979,"Epidemiology and Psychiatric Sciences","32","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,10
2023,"Investigating modifiable pathways in psoriasis: A Mendelian randomization study",10976787,"Journal of the American Academy of Dermatology","88","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,10,0,10
2023,"Association between homocysteine and nonalcoholic fatty liver disease: Mendelian randomisation study",13652362,"European Journal of Clinical Investigation","53","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,10,0,10
2023,"Reassessing the causal role of obesity in breast cancer susceptibility: A comprehensive multivariable Mendelian randomization investigating the distribution and timing of exposure",14643685,"International Journal of Epidemiology","52","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1,10,0,10
2023,"The causal relationship between 41 inflammatory cytokines and hypothyroidism: bidirectional two-sample Mendelian randomization study",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,10
2023,"Gut microbiota and immune mediation: a Mendelian randomization study on granulomatosis with polyangiitis",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,0,10
2023,"Investigating the causal relationship between ankylosing spondylitis and osteoporosis in the European population: a bidirectional Mendelian randomization study",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,10,0,10
2023,"Two-sample Mendelian randomization analysis evaluates causal associations between inflammatory bowel disease and osteoporosis",22962565,"Frontiers in Public Health","11","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,0,10
2023,"The causal effect of obesity on diabetic retinopathy: A two-sample Mendelian randomization study",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,10,0,10
2023,"Associations between diet and incidence risk of lung cancer: A Mendelian randomization study",2296861X,"Frontiers in Nutrition","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,10,0,10
2023,"Neurodegenerative disease and antioxidant biomarkers: A bidirectional Mendelian randomization study",16642295,"Frontiers in Neurology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,10,0,10
2023,"Inflammatory markers and the risk of idiopathic sudden sensorineural hearing loss: A Mendelian randomization study",16642295,"Frontiers in Neurology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,10
2023,"Associations of Lipids and Lipid-Lowering Drugs with Risk of Vascular Dementia: A Mendelian Randomization Study",20726643,"Nutrients","15","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,0,10
2022,"Causal Associations between Vitamin D Levels and Psoriasis, Atopic Dermatitis, and Vitiligo: A Bidirectional Two-Sample Mendelian Randomization Analysis",20726643,"Nutrients","14","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,10,0,10
2022,"A causal relationship between alcohol intake and type 2 diabetes mellitus: A two-sample Mendelian randomization study",15903729,"Nutrition, Metabolism and Cardiovascular Diseases","32","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,10,0,10
2022,"Nonlinear causal effects of estimated glomerular filtration rate on myocardial infarction risks: Mendelian randomization study",17417015,"BMC Medicine","20","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,10,0,10
2022,"Weak-instrument robust tests in two-sample summary-data Mendelian randomization",15410420,"Biometrics","78","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,10,0,10
2022,"Exploring the causality between ankylosing spondylitis and atrial fibrillation: A two-sample Mendelian randomization study",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,10,0,10
2022,"Investigating Causal Associations of Circulating Micronutrients Concentrations with the Risk of Lung Cancer: A Mendelian Randomization Study",20726643,"Nutrients","14","21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,0,10
2022,"Associations between circulating proteins and risk of breast cancer by intrinsic subtypes: a Mendelian randomisation analysis",15321827,"British Journal of Cancer","127","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,10,0,10
2022,"Assessment of the causal association between celiac disease and cardiovascular diseases",2297055X,"Frontiers in Cardiovascular Medicine","9","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,10
2022,"Beef intake and risk of rheumatoid arthritis: Insights from a cross-sectional study and two-sample Mendelian randomization",2296861X,"Frontiers in Nutrition","9","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,10,0,10
2022,"COVID-19 and Thyroid Function: A Bi-Directional Two-Sample Mendelian Randomization Study",15579077,"Thyroid","32","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,10,0,10
2022,"Cigarette Smoking and Endometrial Cancer Risk: Observational and Mendelian Randomization Analyses",15387755,"Cancer Epidemiology Biomarkers and Prevention","31","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,0,10
2022,"Birthweight, BMI in adulthood and latent autoimmune diabetes in adults: a Mendelian randomisation study",14320428,"Diabetologia","65","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,10,0,10
2022,"Systematic evaluation for the causal effects of blood metabolites on osteoporosis: Genetic risk score and Mendelian randomization",22962565,"Frontiers in Public Health","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,10,0,10
2022,"Genetic association between circulating selenium level and the risk of schizophrenia in the European population: A two-sample Mendelian randomization study",2296861X,"Frontiers in Nutrition","9","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,10,0,10
2022,"Separating the effects of childhood and adult body size on inflammatory arthritis: A Mendelian randomisation study",20565933,"RMD Open","8","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,10,0,10
2022,"Alleviating insomnia should decrease the risk of irritable bowel syndrome: Evidence from Mendelian randomization",16639812,"Frontiers in Pharmacology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,10,0,10
2022,"Association Between Telomere Length and Skin Cancer and Aging: A Mendelian Randomization Analysis",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,10,0,10
2022,"Self-Reported Walking Pace and Risk of Cardiovascular Diseases: A Two-Sample Mendelian Randomization Study",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,0,10
2022,"Genomics-based identification of a potential causal role for acylcarnitine metabolism in depression",15732517,"Journal of Affective Disorders","307","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,10,0,10
2022,"Genome-Wide Mapping of Plasma IgG N-Glycan Quantitative Trait Loci Identifies a Potentially Causal Association between IgG N-Glycans and Rheumatoid Arthritis",15506606,"Journal of Immunology","208","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,10,0,10
2022,"Causal Relations between Exposome and Stroke: A Mendelian Randomization Study",22876405,"Journal of Stroke","24","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,0,10
2022,"Genome-Wide Identification of Associations of Circulating Molecules With Spontaneous Coronary Artery Dissection and Aortic Aneurysm and Dissection",2297055X,"Frontiers in Cardiovascular Medicine","9","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,10,0,10
2022,"Causal associations between COVID-19 and atrial fibrillation: A bidirectional Mendelian randomization study",15903729,"Nutrition, Metabolism and Cardiovascular Diseases","32","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,10,0,10
2022,"Management of BMI Is a Potential New Approach for the Prevention of Idiopathic Pulmonary Fibrosis",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,0,10
2022,"Is Vitamin D Deficiency the Cause or the Effect of Systemic Lupus Erythematosus: Evidence from Bidirectional Mendelian Randomization Analysis",23147156,"Journal of Immunology Research","2022","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,10,0,10
2022,"Timing of Pubertal Development and Midlife Blood Pressure in Men and Women: A Mendelian Randomization Study",19457197,"Journal of Clinical Endocrinology and Metabolism","107","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,10,0,10
2021,"Circulating Vitamin D Levels and Risk of Vitiligo: Evidence From Meta-Analysis and Two-Sample Mendelian Randomization",2296861X,"Frontiers in Nutrition","8","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,10,0,10
2021,"Investigation of the Interplay between Circulating Lipids and IGF-I and Relevance to Breast Cancer Risk: An Observational and Mendelian Randomization Study",15387755,"Cancer Epidemiology Biomarkers and Prevention","30","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1,10,0,10
2021,"Effect of n-3 polyunsaturated fatty acids on ischemic heart disease and cardiometabolic risk factors: a two-sample Mendelian randomization study",14712261,"BMC Cardiovascular Disorders","21","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,10,0,10
2021,"Vitamin D and the risk of treatment-resistant and atypical depression: A Mendelian randomization study",21583188,"Translational Psychiatry","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,0,10
2021,"Mendelian randomization to evaluate the effect of plasma vitamin C levels on the risk of Alzheimer’s disease",18653499,"Genes and Nutrition","16","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,10,0,10
2021,"Causal relationship between educational attainment and the risk of rheumatoid arthritis: a Mendelian randomization study",25201026,"BMC Rheumatology","5","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,10,0,10
2021,"Genetically predicted circulating vitamin C in relation to cardiovascular disease",20474881,"European Journal of Preventive Cardiology","28","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,10,0,10
2021,"Genome-wide association study and Mendelian randomization analysis provide insights for improving rice yield potential",20452322,"Scientific Reports","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,10,0,10
2021,"Heart rate, intelligence in adolescence, and Parkinson’s disease later in life",15737284,"European Journal of Epidemiology","36","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,10,0,10
2021,"Causal Effect of Visceral Adipose Tissue Accumulation on the Human Longevity: A Mendelian Randomization Study",16642392,"Frontiers in Endocrinology","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,10,0,10
2021,"Causal Relationship Between Parathyroid Hormone and the Risk of Osteoarthritis: A Mendelian Randomization Study",16648021,"Frontiers in Genetics","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,10,0,10
2021,"Genetic evidence for repurposing of GLP1R (Glucagon-like peptide-1 receptor) agonists to prevent heart failure",20479980,"Journal of the American Heart Association","10","13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,10,0,10
2021,"Circulating Cytokines and Coronavirus Disease: A Bi-Directional Mendelian Randomization Study",16648021,"Frontiers in Genetics","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,10,0,10
2021,"Causal effects of serum levels of n-3 or n-6 polyunsaturated fatty acids on coronary artery disease: Mendelian randomization study",20726643,"Nutrients","13","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,10,0,10
2021,"Platelet Glycoprotein Ib α-Chain as a Putative Therapeutic Target for Juvenile Idiopathic Arthritis: A Mendelian Randomization Study",23265205,"Arthritis and Rheumatology","73","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,10,0,10
2021,"The impact of homocysteine on the risk of coronary artery diseases in individuals with diabetes: a Mendelian randomization study",14325233,"Acta Diabetologica","58","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,10,0,10
